,DGS2,^IRX,DGS3MO,OJ=F,DGS10,UUP,JPY=X,YM=F,ES=F,^GSPC,NQ=F,PA=F,LE=F,NG=F,GF=F,ZB=F,MGC=F,HO=F,CC=F,CT=F,LBS=F,BZ=F,HE=F,CL=F,RB=F,RTY=F,BRLUSD=X,ZO=F,HG=F,ZC=F,ZM=F,SB=F,AUDUSD=X,GC=F,EURUSD=X,GBPUSD=X,KC=F,ZL=F,KE=F,ZS=F,PL=F,SIL=F,ZR=F,SI=F,ZN=F,ZF=F,ZT=F,trending
ZM=F,-0.46545734805124556,-0.44627252005489804,-0.4524630770260275,0.9256123355904254,0.16951561450195018,-0.7288178758568248,-0.5242606128913435,-0.40917155409974193,-0.37204453716864094,-0.37550522270597575,-0.31815083732822247,-0.2971107461802166,0.2733334330362978,0.575439278005526,0.15505586595583484,-0.4653242511494621,0.19376451503251962,0.6816530811742155,0.12479925201922408,0.49606571921102216,0.10107870986481444,0.701175377763705,0.6241276186009221,0.6955515969546028,0.7167526772927454,0.7796898562786478,0.5676139461811461,0.6356473002483081,0.5744329027467026,0.7002807026814575,1.0,0.5790874418480518,0.7028503763837383,0.1080950465159856,0.715449188284611,0.6764997391129551,0.4137658247806835,0.6610194907305391,0.8300265984953273,0.9217181659113097,0.7359318900659355,0.5064197609523738,0.5116523446265431,0.5536902791217218,0.04589622844849435,0.3413815890982977,0.47375385724382924,
SB=F,-0.4664355508670352,-0.4936456418558473,-0.4987111775433858,-0.8778155253258518,0.16570058422629436,-0.7550375973486292,-0.7402138361735087,-0.5746081349512776,-0.537967190172735,-0.5391604336059923,-0.47110688734509504,-0.4749396986492572,0.266896374061578,0.4187047872469283,0.09331611381155555,-0.4431117681719296,-0.37737884885061956,0.6755853233539495,-0.015343488463631665,0.6872248218959445,-0.11124735760960441,0.7040600479969154,0.5677013712982332,0.710762415362668,0.7054836938230551,0.8770856112935974,0.7546724828842272,0.3589336635867841,0.5803334787861747,0.7263344061529253,0.5790874418480518,1.0,0.8101376637389981,0.1389942272940051,0.6349522323947672,0.6616495841927754,0.7918949051361682,0.7826677474221035,0.707419573334533,0.7398679292741768,0.8019857932069747,0.43891426026199276,0.34907553402079955,0.734569828967679,0.04101024922644198,0.3446488349633079,0.478608938508977,
AUDUSD=X,-0.47173031622884226,-0.48326684877294623,-0.4861491538944038,-0.8774847832532735,0.28146833651350034,-0.9217285082876903,-0.7864867781119387,-0.754598821156937,-0.7394683137831116,-0.7393146661185941,-0.6691682008173779,-0.6088223077078446,0.3576794521845839,0.5380526484397569,0.206046269517084,-0.6425831427233276,-0.2977948153526736,0.8730703085817373,-0.12058629760388903,0.6221100446156604,-0.2116075508049587,0.8988045671782736,0.5856820651353889,0.8763917841958709,0.8875531043894465,0.6257399184953703,0.9390285403140448,0.485235458676889,0.6196986040722902,0.8144912094892998,0.7028503763837383,0.8101376637389981,1.0,0.07098535916747431,0.8482906339670327,0.832662301786194,0.6746817694546052,0.7569125364812951,0.8627227456986861,0.8137075487243937,0.9504056556084511,0.3207941925366605,0.5327796590216908,0.7425373453752114,-0.02544504139978851,0.3308201245804064,0.4889606693527433,
GC=F,-0.4859737695623667,-0.28615159328310935,-0.2877861099202372,-0.9237836154457112,-0.768238418529688,0.11619871555570684,-0.4304351526059523,0.3488521276900962,0.3939140986165066,0.3941662412331271,0.5362751684179091,0.6266339410482757,-0.5609306274072775,-0.2174372189999253,-0.4896750067993411,0.4882266341050042,0.48003775112496694,-0.06830013128376997,-0.3243794195255702,0.14407235043202152,0.590631842272105,-0.011996693491643857,-0.11944048752886366,-0.027009012123946213,-0.02464801559887335,0.3963114847001948,-0.16661113341209674,0.36543882818103773,0.489236454050329,0.35083163088811764,0.1080950465159856,0.1389942272940051,0.07098535916747431,1.0,0.12565200578210467,-0.1826643724452458,0.119915197122709,0.4154594155610404,0.22233563012445587,0.272726846869437,0.08444625836487171,0.690464621905499,0.4155347688363172,0.6564992163862244,0.808624520696781,0.7431453359848014,0.4591548751518731,
EURUSD=X,-0.49361893356994385,-0.47160022229896964,-0.4722227302399287,-0.9237150251069949,0.3053326145523744,-0.9087753676033431,-0.6412134598453376,-0.539037174776052,-0.5128512268117512,-0.511373660936108,-0.4441017346708695,-0.3731753037572178,0.3083684284722263,0.6589575632302275,0.23056079742139912,-0.6537794897250421,-0.1794788586307067,0.8298554014400679,-0.011150182331379476,0.6664801876043024,0.0008939390245714163,0.8593767975901061,0.6558073988945983,0.8700916942130046,0.8215820760714343,0.6569504764468694,0.7576629370518063,0.6409147212585122,0.6718911004842489,0.6219584960820462,0.715449188284611,0.6349522323947672,0.8482906339670327,0.12565200578210467,1.0,0.8086088403507141,0.5616762801926967,0.6796184431921155,0.8073288402514701,0.7702210718662724,0.8574072910102815,0.46240896837115675,0.6276236367872161,0.6488485620363149,-0.046020759575096847,0.32629593961455144,0.5147201852423636,
GBPUSD=X,-0.5106368716849151,-0.5932136053215313,-0.5950522078536139,-0.9244916911549683,0.39978054953951764,-0.9108191629032936,-0.4746709229829045,-0.7488035626697152,-0.7043375147587615,-0.703093590848853,-0.663188344986155,-0.638530229453687,0.6625124751714897,0.5692814755717546,0.5819360379489853,-0.6761578824461514,-0.3234918713531561,0.7735869003611962,0.33136946984254917,0.4751295810748385,-0.2502526344526036,0.7869733488534055,0.6544928034417093,0.7905949239888386,0.780354878195569,0.8329862838253029,0.8064505959364077,0.42101726426854197,0.4660797152567346,0.5746683769138409,0.6764997391129551,0.6616495841927754,0.832662301786194,-0.1826643724452458,0.8086088403507141,1.0,0.6573896065698542,0.5919386457134761,0.780553137064086,0.7027101242591005,0.8753972219325563,0.15846643428852747,0.4325148336498559,0.48789438735480184,-0.15402680124769275,0.23036820345024958,0.5373182187931322,
KC=F,-0.5148547662245772,-0.5596564094003675,-0.5683745241369582,0.9492255081791264,0.08790257194293125,-0.6510482170614793,-0.5460613846193996,-0.5112422663022814,-0.4583377871828566,-0.4633299209054602,-0.3911434673375105,-0.3930864811760338,0.4103054005173812,0.4485782978629651,0.38356992828928105,-0.35975243801766843,-0.440818301766779,0.5585578472985849,0.0739144260377948,0.5341732416001282,-0.13136219925862136,0.5674977368985968,0.5578881771989369,0.5907594361427059,0.5763324326831851,0.618590225185675,0.655318998373734,0.371980349560652,0.5120772234904891,0.5486334006136918,0.4137658247806835,0.7918949051361682,0.6746817694546052,0.119915197122709,0.5616762801926967,0.6573896065698542,1.0,0.6528458485541849,0.5984289853504529,0.5578538819047192,0.6766008794801038,0.2788681594337636,0.28302205374175393,0.5808212473678757,0.06190853431925138,0.32423144575539026,0.5183750915288535,
ZL=F,-0.5398429856491658,-0.4881341921357256,-0.49725418887292966,0.7588324718760802,0.009828649418813482,-0.6641349218241931,-0.6691504059832902,-0.2827167911843377,-0.23955824351577878,-0.24387988074546774,-0.14960430142404116,-0.1392556385704987,0.14373991211323298,0.46796056959335214,-0.006000039767194339,-0.368242149537066,-0.0114462905669514,0.686357216139738,-0.17752509527450328,0.7448720654554241,0.24845797733807343,0.709417369961733,0.6082524816626868,0.7097642868958641,0.7396678824439963,0.8797306728035721,0.5770424221699809,0.6599950366521675,0.8770970192172169,0.8845589096558641,0.6610194907305391,0.7826677474221035,0.7569125364812951,0.4154594155610404,0.6796184431921155,0.5919386457134761,0.6528458485541849,1.0,0.8204983984534516,0.8890385979574449,0.7577242426991074,0.7091028951401634,0.5042502667701382,0.8352829834987759,0.19866691073165438,0.4948410625729312,0.5392640832730435,
KE=F,-0.5452388250236634,-0.518266427475975,-0.5264468620856942,0.9195781138711958,0.1519510096502028,-0.8005227885599933,-0.6788902520629773,-0.5293476823652951,-0.4922408333167994,-0.49711161396670683,-0.40634545517058585,-0.3425099808950789,0.32793145353189507,0.5937807040778817,0.16786622858891598,-0.5423053924299717,-0.021403893220029137,0.8062598823342796,-0.022336013688917702,0.6090418125402733,-0.030388521468081027,0.826314459542635,0.6057663979507026,0.8007475120151364,0.8093269662825336,0.7748677304192003,0.7307665018642608,0.7225532815207689,0.7158905627271851,0.8636692290678942,0.8300265984953273,0.707419573334533,0.8627227456986861,0.22233563012445587,0.8073288402514701,0.780553137064086,0.5984289853504529,0.8204983984534516,1.0,0.9074832672748666,0.8547673716620883,0.4661469964950591,0.6525471511595774,0.717134361553504,0.08726019345606414,0.42853838797471694,0.5485007284268076,
ZS=F,-0.5601927144160416,-0.5241042361871271,-0.5312403918591824,0.9252703783655158,0.09577382495269186,-0.7753747088085313,-0.6646892733747969,-0.4185185599272661,-0.37547956378566355,-0.3787800289376068,-0.29571420246142627,-0.272389426129897,0.21225972577755423,0.5613136304361049,0.05763556714774582,-0.4518623562388719,0.1049178923081719,0.746135873588918,-0.024854950632339827,0.6695986710819246,0.16231118467133426,0.7739270782521326,0.6619796448380433,0.7691062695187876,0.7999012178878129,0.899282152393974,0.6456771385065394,0.6894295419403484,0.7565672532687024,0.8691978991199987,0.9217181659113097,0.7398679292741768,0.8137075487243937,0.272726846869437,0.7702210718662724,0.7027101242591005,0.5578538819047192,0.8890385979574449,0.9074832672748666,1.0,0.8330900382086928,0.6699818019781943,0.5745302910439194,0.756950293591092,0.14336096413466756,0.4701870426224936,0.5660767921529876,
PL=F,-0.5619730784703889,-0.5734159504290346,-0.5761563863678384,-0.7913128908055326,0.25177049905737153,-0.9161579350330362,-0.7138849737135777,-0.7116066364475533,-0.6798036959142255,-0.6791512667536256,-0.6172089816717067,-0.5501300993152388,0.418933816610381,0.5410292682572192,0.28581490789150227,-0.6107571186354009,-0.24061369732441618,0.8555140682697919,0.04524869671688968,0.6242321015179696,-0.14120487644419502,0.8793156650674131,0.6353751666366043,0.8735353389232666,0.8771503574662189,0.8359379691024481,0.8871920055418945,0.5189936774427564,0.6206763180990642,0.7646837667460266,0.7359318900659355,0.8019857932069747,0.9504056556084511,0.08444625836487171,0.8574072910102815,0.8753972219325563,0.6766008794801038,0.7577242426991074,0.8547673716620883,0.8330900382086928,1.0,0.42641307915714804,0.5408339844499058,0.7451111978618443,0.012198167456989527,0.3831049824241327,0.5791671934345973,
SIL=F,-0.5981423904006902,-0.4846259500351734,-0.4872642981646682,-0.9100174260689546,-0.3776524557933611,-0.2706189868253246,-0.49437792739144115,0.3761744017696401,0.48090672432914566,0.48345670742530555,0.549901639641862,0.47562413718685304,-0.1393789207455093,0.21314310426820196,-0.09150068568490452,0.18720307081370255,0.6893163950249367,0.11332762048686619,0.05929808738865302,0.48714990001302366,0.8116825930373696,0.18405583562759945,0.24760456878378184,0.2434698027047513,0.21020555859172402,0.7120046502741411,-0.14997572821544392,0.4655164596920983,0.7018432072558306,0.5662636913205114,0.5064197609523738,0.43891426026199276,0.3207941925366605,0.690464621905499,0.46240896837115675,0.15846643428852747,0.2788681594337636,0.7091028951401634,0.4661469964950591,0.6699818019781943,0.42641307915714804,1.0,0.2752096945086534,0.9999999860221909,0.4975415537123429,0.6484074151734895,0.5960477578818439,
ZR=F,-0.5982927441350941,-0.4815294483566725,-0.48748914657031234,0.9086882111545287,-0.1913173734348656,-0.4594652008855279,-0.5760413318976944,-0.3185080853372384,-0.28449252180395507,-0.28798539969996384,-0.17939219096095416,-0.034768140514878434,-0.1764217900393838,0.24362471349725515,-0.15630951888373626,-0.18203492062890111,0.13117179030186663,0.4766093311640801,-0.12287511337654287,0.3163585088104716,-0.02431208984596653,0.5241587825736848,0.2854145905624107,0.5051552394173473,0.4896251729068835,-0.04906439253277972,0.4283306083640027,0.6354102109952329,0.4363082901691741,0.5255904863399206,0.5116523446265431,0.34907553402079955,0.5327796590216908,0.4155347688363172,0.6276236367872161,0.4325148336498559,0.28302205374175393,0.5042502667701382,0.6525471511595774,0.5745302910439194,0.5408339844499058,0.2752096945086534,1.0,0.5051265910513348,0.3831095384060397,0.5916391985903314,0.5836837849894311,
SI=F,-0.6117085002974973,-0.5179554837747756,-0.5205805171107689,-0.9100174260689546,-0.2361543352666173,-0.5962309022374906,-0.8188894433164285,-0.30749048203135587,-0.2647616167665154,-0.2637696021564708,-0.13136608778981726,-0.07125330450964401,-0.05759571742277252,0.23474908561209581,-0.14387124603261725,-0.15475576256823623,0.045453607757899424,0.5628073134739904,-0.23828651721339952,0.5814558745900212,0.28003240621301945,0.6139438136409576,0.3550394727758127,0.5947243326845827,0.6025153555965073,0.7120046502741411,0.5449661251639923,0.49352148542991553,0.7694032518201623,0.8062060946518772,0.5536902791217218,0.734569828967679,0.7425373453752114,0.6564992163862244,0.6488485620363149,0.48789438735480184,0.5808212473678757,0.8352829834987759,0.717134361553504,0.756950293591092,0.7451111978618443,0.9999999860221909,0.5051265910513348,1.0,0.4442452196517864,0.6635617460063151,0.6120192087392939,
ZN=F,-0.6968005531339474,-0.5508483096576419,-0.5467219138785652,-0.9379630715735979,-0.9564176606233666,0.17909395216458487,-0.26291115893877226,0.15962265930622402,0.24271746009783896,0.249279102873933,0.388953469954839,0.4462717450599986,-0.5116915886956772,-0.4059245556041245,-0.3626174757889138,0.7261197968142274,0.5015917182756074,-0.3159928998939743,-0.04701824544688675,-0.19218885192026558,0.3924189674842456,-0.2517120765364919,-0.24539759882216144,-0.26278520226076585,-0.23482414875421256,0.10569428573950675,-0.21785778991820892,0.10555462400350983,0.1310020430473572,0.16905131984096544,0.04589622844849435,0.04101024922644198,-0.02544504139978851,0.808624520696781,-0.046020759575096847,-0.15402680124769275,0.06190853431925138,0.19866691073165438,0.08726019345606414,0.14336096413466756,0.012198167456989527,0.4975415537123429,0.3831095384060397,0.4442452196517864,1.0,0.9046957805408723,0.6752274676337339,
ZF=F,-0.913969211116423,-0.799605899853819,-0.7976649570139487,-0.933859022893269,-0.7505060086731541,-0.21756082877302965,-0.4595585213598276,-0.12166033894474396,-0.019337013827264837,-0.012918611332584224,0.14484009023884836,0.198700564871915,-0.2803962825636594,-0.10786138533166882,-0.1932418476902482,0.40763235127759856,0.35459921077520346,0.023788906276326228,0.00018085931340021893,0.10761515272548665,0.3435223311659999,0.09521737078983006,0.054437497398373634,0.09279543727057282,0.11024474148437194,0.25021374310232186,0.11619883892696983,0.3311018427468725,0.3854506292271926,0.42575186254069,0.3413815890982977,0.3446488349633079,0.3308201245804064,0.7431453359848014,0.32629593961455144,0.23036820345024958,0.32423144575539026,0.4948410625729312,0.42853838797471694,0.4701870426224936,0.3831049824241327,0.6484074151734895,0.5916391985903314,0.6635617460063151,0.9046957805408723,1.0,0.9022466805398532,
ZT=F,-0.9988555998012768,-0.965257380290545,-0.9651470536033686,-0.932120501168206,-0.47005198968661743,-0.47888096786546536,-0.4078016314009207,-0.3573022068125017,-0.2386582599100965,-0.23257770050591844,-0.09848555613069733,-0.07635401845229357,0.06761114731438357,0.12570858891104242,0.16002755031764385,0.13165943877664033,0.1468249876977351,0.20458654620741937,0.21726371358712968,0.2117266064654317,0.19437542501526398,0.2651658279783243,0.2778530127135034,0.2863198389149475,0.28682579945533887,0.30114852839788425,0.32181709981181733,0.3639880050083622,0.4058571169776179,0.41300932215732783,0.47375385724382924,0.478608938508977,0.4889606693527433,0.4591548751518731,0.5147201852423636,0.5373182187931322,0.5183750915288535,0.5392640832730435,0.5485007284268076,0.5660767921529876,0.5791671934345973,0.5960477578818439,0.5836837849894311,0.6120192087392939,0.6752274676337339,0.9022466805398532,1.0,
trending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
