,^GSPC,ES=F,NQ=F,YM=F,RTY=F,PA=F,LBS=F,UUP,ZO=F,SIL=F,CT=F,MGC=F,JPY=X,NG=F,DGS2,GC=F,HG=F,ZL=F,KE=F,DGS3MO,^IRX,ZS=F,KC=F,ZR=F,HO=F,ZC=F,RB=F,ZM=F,HE=F,CL=F,DGS10,BZ=F,ZB=F,LE=F,SB=F,CC=F,GF=F,SI=F,ZN=F,ZF=F,PL=F,EURUSD=X,OJ=F,ZT=F,AUDUSD=X,GBPUSD=X,BRLUSD=X,trending
BZ=F,0.10568796331041808,0.10842621772131018,0.12692016241526274,0.09166058921517574,0.780928387938424,0.125822926160136,0.390232392607455,-0.288718345264177,0.6459237873766751,0.6921325707735256,0.6865211548987725,0.11652509029864414,-0.2909156244378896,0.6361304040384961,0.13483407132902112,0.5534498908646226,0.827329602379384,0.7606794405348555,0.7797050571166239,-0.016926635890852703,-0.01605314396411709,0.8281714906979243,0.6733628759848466,0.6831119170939493,0.9516471917614419,0.8210743306258368,0.9435169099089649,0.7273940614788504,0.7708194861408791,0.9817220366848594,0.38453443005747634,1.0,-0.7193198392219526,0.27625663613976653,0.6300669495486025,-0.3067095728792202,0.11385388837742416,0.7487068905856442,-0.29749278785114364,-0.16012095659180978,0.6415182270684205,0.4846142013691512,0.7039843860779773,-0.14300324432554593,0.6171956847824854,0.275644526490063,0.449847649872495,
ZB=F,0.019485217971117245,0.015949382238454442,0.05960763143977578,-0.0174780192933493,-0.369417496804343,0.16548629409713164,-0.13895969098441208,0.3201404777992955,-0.33871891643660773,-0.19163405270464928,-0.48805523183527433,0.16580129066242716,0.0045954198909973236,-0.5342805122782318,-0.44297065041830336,0.016087103239735136,-0.4785559098410681,-0.3798554958190439,-0.45818551282985914,-0.296481152288084,-0.2991616934406329,-0.44648992158645473,-0.3400807296127071,-0.266273522394665,-0.7011839923125913,-0.4178055573197537,-0.6659021976077063,-0.454859340980601,-0.5072325076880231,-0.7205070944111652,-0.8487328067789045,-0.7193198392219526,1.0,-0.4370517327289845,-0.2551264175204783,0.15128943863384647,-0.3266210561080898,-0.2464283393550237,0.7374058412664247,0.5667253128313354,-0.3745463744045904,-0.41152453235013436,-0.8410334099417537,0.4341702425129407,-0.4247030991047479,-0.29168935936157814,-0.3703431368705367,
LE=F,0.010313456995417131,0.010932896789792977,-0.024269469386613524,-0.05901771347924271,0.7691770010245476,-0.15330710517122537,0.17758334741957407,-0.16033159405948552,0.299915962868098,0.19088305267148184,0.22275951180708745,-0.053965785995474434,0.35080688065255045,0.3201763039607733,-0.05350502618857181,-0.1520658427556971,0.2620065468738055,0.25719339941996616,0.34557022091652895,-0.3023380619601639,-0.2999539812135776,0.28306133550733087,0.4025226831237863,0.05239185958961898,0.3125223082488863,0.20640583617811623,0.3397880635952644,0.2911389564789214,0.5179627466860638,0.3222105371135793,0.3516428970911044,0.27625663613976653,-0.4370517327289845,1.0,0.05057174651750666,0.514168958519032,0.8894250448196056,0.03226541406349998,-0.30307993028034347,-0.16593441826020486,0.30829699504043445,0.07074852020454213,0.10103035017207282,0.05920072274985383,0.16827438761336647,0.5228582416226156,0.1256878712828913,
SB=F,-0.0636703427834962,-0.06354975237334565,-0.01540797323440953,-0.12714530765699658,0.8709980269391113,-0.05649703932987231,0.2102356792226976,-0.28713510162144057,0.39179498622819914,0.6797220266573801,0.483133587366821,-0.06822327240913932,-0.44114920278917186,0.39486574250075657,-0.2116252075485211,0.4779919855118893,0.5164613760207305,0.6434448561220107,0.5237432649958242,-0.3542157541466901,-0.3546851662410618,0.6300437153895605,0.7297332189522043,0.39448638881909354,0.5763813843365603,0.6402885699935998,0.5961016088305724,0.38514003808635894,0.46505139924037864,0.6395464852427276,-0.04613757393409673,0.6300669495486025,-0.2551264175204783,0.05057174651750666,1.0,-0.21396037022286132,-0.11626452923715451,0.7587924925018077,0.11348560799755786,0.22338724091574164,0.5938382221865824,0.3208939306377396,0.10509518337722665,0.19872301592323396,0.5990163068798401,0.17593776771521066,0.47179875715666114,
CC=F,-0.11215757102850375,-0.11496683345462662,-0.15496499544417075,-0.18774308560849917,0.4658646849370433,-0.28702527681900847,-0.0906063161591126,-0.10151186775424155,-0.1816500312805861,-0.11660166602197315,-0.2265777411569072,-0.07722243133499031,0.38745360410641094,-0.13579395219838297,-0.28058531717822194,-0.4729184304495949,-0.2986921264815309,-0.22763374931114796,-0.17062294094721936,-0.42590329476484656,-0.42458915290261445,-0.19257832721779453,-0.08031499698255573,-0.26464666587225144,-0.28403340840226543,-0.3076654503597991,-0.19861016419723207,-0.07879363890653023,-0.0011866386638221262,-0.24829609655862922,-0.005617438462577396,-0.3067095728792202,0.15128943863384647,0.514168958519032,-0.21396037022286132,1.0,0.5989820393813895,-0.3597887664554505,0.020562364130674703,0.09050663071993072,-0.0362300509531431,-0.12067175931305425,-0.5715591740365384,0.29265961642590743,-0.1645932795304044,0.40628228600307476,-0.12554644658098366,
GF=F,-0.11568550714219719,-0.1145340991966821,-0.15381594124307138,-0.17343796794061875,0.7478045650001488,-0.25761628527966063,-0.06221926420673854,-0.1609119022912146,0.08409494538190868,-0.008765976690789552,-0.026052640381816122,-0.1328775589236869,0.36322508635068107,0.1563031018009986,-0.14838613450319776,-0.3233106205988877,0.0369747425157735,0.020437746256310684,0.11948785081400443,-0.31633023775690944,-0.31293226762112875,0.05514365856369408,0.22715472350831406,-0.08378700683349376,0.13627899242598754,-0.02430783330025366,0.17704480795040006,0.11955886698820942,0.38686921809895514,0.15149130899279545,0.2656282219746821,0.11385388837742416,-0.3266210561080898,0.8894250448196056,-0.11626452923715451,0.5989820393813895,1.0,-0.12805338526538734,-0.20235209726841144,-0.080199628205248,0.25045208304209,0.037005310971066394,0.26182388990839306,0.15854663107503922,0.10872917265542649,0.5501182669814447,0.13639382928397836,
SI=F,-0.12647983148245062,-0.127166237774312,-0.05052731768573225,-0.17124743213286622,0.8311110796262275,0.0307558152490127,0.2303026090177343,-0.4193391126268127,0.41475532569413065,0.9999998641663529,0.4169127495834363,0.0664617251815269,-0.6478213781770591,0.27155044615164986,-0.31685972811958085,0.6801662071719508,0.6711055183619838,0.6313619454091448,0.6032770708243649,-0.36441561167321623,-0.3638855994159168,0.6933117273264001,0.5832386515850082,0.5985086549819697,0.6323284763013317,0.7677570172410851,0.6402952026797734,0.5381164705500378,0.5153073627375775,0.6878340484173064,-0.18488048064513649,0.7487068905856442,-0.2464283393550237,0.03226541406349998,0.7587924925018077,-0.3597887664554505,-0.12805338526538734,1.0,0.28397691071275327,0.3859665900536526,0.7862001228999378,0.5489309976232377,-0.32930539518388496,0.30661433405973026,0.7706030862584893,0.36067067855648255,0.5931029408749381,
ZN=F,-0.3814762996505015,-0.38535311007237105,-0.29562554725130313,-0.439143132874966,-0.27685388712790504,-0.08906545858688425,-0.30212037356874083,-0.2100781318473903,-0.2998584619786494,-0.06980025485956122,-0.4937626911258427,-0.006052845747115838,-0.5284268700055589,-0.5503931167768364,-0.8615070006860157,0.16278817387285854,-0.25047569361251953,-0.22828450266948358,-0.2675620067721338,-0.6527508502092065,-0.6524623884783586,-0.18473768647137745,-0.12617412101687395,0.015374459195727838,-0.4205310589344025,-0.13576845558523526,-0.384544430089238,-0.21227426359016793,-0.21422712653219772,-0.35700022333924464,-0.965046054245883,-0.29749278785114364,0.7374058412664247,-0.30307993028034347,0.11348560799755786,0.020562364130674703,-0.20235209726841144,0.28397691071275327,1.0,0.9601804394772481,0.2852672654039241,0.18187891689390767,-0.8363632958853631,0.8533882586162743,0.22620827954869194,0.23105211354022157,0.25315454161259593,
ZF=F,-0.5195639127280322,-0.5234008820637315,-0.43292128539938995,-0.5890747507847585,-0.20516960706069814,-0.25540309582248877,-0.35847339566877773,-0.41688467253509154,-0.3003440598505326,-0.04771803356000929,-0.4631723586380012,-0.13611163194559506,-0.6145602616442317,-0.5140697415334956,-0.9561870639897945,0.09796845458702448,-0.19618549777323846,-0.18741205348378095,-0.2116391601324967,-0.7759581729952839,-0.7740662427907945,-0.1088424667814611,-0.05215389057903539,0.05726899202811977,-0.32277015995877656,-0.07343605431424564,-0.2759085354835451,-0.13639863958001625,-0.11233652401332858,-0.2234853610213925,-0.8672335948525172,-0.16012095659180978,0.5667253128313354,-0.16593441826020486,0.22338724091574164,0.09050663071993072,-0.080199628205248,0.3859665900536526,0.9601804394772481,1.0,0.48163596227765015,0.3692304702256276,-0.8208050941002005,0.9523973617700308,0.422347455897516,0.45303201517060604,0.44384800432624977,
PL=F,-0.5482476895502771,-0.5493942662664539,-0.5102600840939017,-0.5910591079099461,0.8156743817671159,-0.4286137186055347,-0.14735906339231047,-0.7871798117574341,0.07330513571794092,0.40152119276213805,0.061122171601368416,-0.22712867707960846,-0.6919489410639069,0.03221651344632968,-0.5461521198630881,0.1836114495801407,0.35490166474891127,0.2827219197809051,0.3239268741029729,-0.5363520302686964,-0.5325925040098243,0.44745306106480104,0.38232566489627184,0.34439809834800456,0.4548844064606024,0.4460854346316462,0.4851595581156637,0.42160202081758374,0.4518993062736429,0.5721822194084258,-0.08922982905744306,0.6415182270684205,-0.3745463744045904,0.30829699504043445,0.5938382221865824,-0.0362300509531431,0.25045208304209,0.7862001228999378,0.2852672654039241,0.48163596227765015,1.0,0.7954001397409203,-0.47125316431019015,0.5501754482114294,0.948857525608225,0.7814488363060544,0.8898231754855678,
EURUSD=X,-0.5662360882557064,-0.5677885989778517,-0.5348055469458286,-0.5516998273528402,-0.08878500088921608,-0.43512347062160983,-0.24184394209466503,-0.9057834676372823,-0.1314415239889373,0.089781666411723,-0.08823815183686341,-0.34051113543277794,-0.775217839472445,-0.1520782033617699,-0.4242325122601465,0.0004692422205609099,0.20960728360650774,-0.029029604389516916,0.03504722498289488,-0.2821313303091259,-0.2771963858416492,0.16176927021320409,0.07936635151104061,0.20675886205052074,0.24979049484149207,0.13327244043196387,0.24419263988006965,0.2646817523017603,0.2125480567953887,0.4104530358015066,0.018110725470307492,0.4846142013691512,-0.41152453235013436,0.07074852020454213,0.3208939306377396,-0.12067175931305425,0.037005310971066394,0.5489309976232377,0.18187891689390767,0.3692304702256276,0.7954001397409203,1.0,-0.7167109057519577,0.4329185945495751,0.848102990576865,0.7118106568414887,0.8303102076079745,
OJ=F,-0.5722175267130175,-0.5659966220808788,-0.6884799498089001,-0.545995028615945,-0.7271324912270077,-0.3346497061858236,-0.4224329213075098,0.7397100424281933,0.08952019811534263,-0.32930539518388496,0.5478403742965474,0.07961767063283678,0.7760469787057408,0.736702517120409,0.7915053265361645,0.07816836877835717,-0.206004062119106,0.6212677528050542,0.676823863133855,0.6123505703391374,0.5948047235796436,0.6334432586880993,0.0697965676909055,0.7788589798323202,0.7868421070928161,0.7516291935120208,0.7980908018468986,0.2415614236130324,0.5247928725708464,0.7042784446636473,0.851111210088212,0.7039843860779773,-0.8410334099417537,0.10103035017207282,0.10509518337722665,-0.5715591740365384,0.26182388990839306,-0.32930539518388496,-0.8363632958853631,-0.8208050941002005,-0.47125316431019015,-0.7167109057519577,1.0,-0.7850948335603599,-0.3284423556013191,-0.7164258897202477,0.5619164378055641,
ZT=F,-0.5936137773415919,-0.5977014896843672,-0.5257088522590438,-0.6768468241253577,-0.128773989351604,-0.4024950153238711,-0.4030084235830671,-0.5291477247123667,-0.3300305492991934,-0.06521867056379362,-0.4691886253891915,-0.2523399376302145,-0.5269427426662487,-0.4909695813807398,-0.998408069196256,-0.07661507917746962,-0.22424358911268238,-0.22029524622017702,-0.22569255133811209,-0.8742065535716418,-0.8709858112252701,-0.1268472024600653,-0.021799926350514864,-0.0055397360720798195,-0.31108720230783865,-0.13620776584124766,-0.24703263041396478,-0.12990727934656687,-0.04871884765412691,-0.1861591705072825,-0.7291093594136866,-0.14300324432554593,0.4341702425129407,0.05920072274985383,0.19872301592323396,0.29265961642590743,0.15854663107503922,0.30661433405973026,0.8533882586162743,0.9523973617700308,0.5501754482114294,0.4329185945495751,-0.7850948335603599,1.0,0.4635271440523251,0.633032440496865,0.5087228490426002,
AUDUSD=X,-0.6269307580639986,-0.6273641416702281,-0.5875955048914556,-0.6415227461119037,0.4518697030146433,-0.5150016609668945,-0.2436147995013843,-0.8487993338337586,-0.041534208653835974,0.22453180371664877,0.016794172203435136,-0.3280860962995641,-0.7965856028890675,-0.032498517489428995,-0.45673224276174257,0.11833313975943109,0.29615035722842703,0.20380041450617012,0.24068152465258244,-0.3984715573831712,-0.3937275803568883,0.36668396937799147,0.2896231670147769,0.26688094103115934,0.40775797791298835,0.40438415731569693,0.4325576872206776,0.34633864177942997,0.3427253592456718,0.529892754029888,-0.015691713453755817,0.6171956847824854,-0.4247030991047479,0.16827438761336647,0.5990163068798401,-0.1645932795304044,0.10872917265542649,0.7706030862584893,0.22620827954869194,0.422347455897516,0.948857525608225,0.848102990576865,-0.3284423556013191,0.4635271440523251,1.0,0.7387671940409024,0.9478374195606828,
GBPUSD=X,-0.6780804583727026,-0.6801681736401335,-0.6639335007684815,-0.727862028561267,0.3644825003870938,-0.6550846368876118,-0.3512671261883235,-0.8317126004941072,-0.21382250242642148,-0.11164220396872514,-0.2269159272467008,-0.403467693047269,-0.4398773617821581,-0.224867090155851,-0.6154074569724938,-0.27988197100700707,0.014546560004726403,-0.08224755937700702,0.01281114390422479,-0.6166485739706337,-0.6108108020267955,0.0921837047037098,0.08089909111742537,0.05917843793970045,0.0872840559767932,0.06683847970425012,0.15117021118824395,0.17748605307707246,0.2585694229388485,0.22236777193387128,-0.01832087780101672,0.275644526490063,-0.29168935936157814,0.5228582416226156,0.17593776771521066,0.40628228600307476,0.5501182669814447,0.36067067855648255,0.23105211354022157,0.45303201517060604,0.7814488363060544,0.7118106568414887,-0.7164258897202477,0.633032440496865,0.7387671940409024,1.0,0.7512771625933339,
BRLUSD=X,-0.7910966362704548,-0.7914192109857751,-0.7670481359563537,-0.7883607338485573,-0.378813748836908,-0.6614172715156076,-0.4575452137291216,-0.8763955772171489,-0.27403398165214293,-0.178567565794263,-0.18941669696911123,-0.5239429048644956,-0.8028670068541056,-0.2167521624412385,-0.4966327645227791,-0.10066357868136996,0.05170344793554683,-0.025430751333109052,0.011314748948279333,-0.3715700295618505,-0.3668177528374254,0.1323734478483272,0.13256230875855057,0.07249425539535281,0.23073325769213843,0.17953399934804717,0.24975643746884815,0.1411654557429793,0.17930089096993046,0.3617422828072685,-0.028315483213718757,0.449847649872495,-0.3703431368705367,0.1256878712828913,0.47179875715666114,-0.12554644658098366,0.13639382928397836,0.5931029408749381,0.25315454161259593,0.44384800432624977,0.8898231754855678,0.8303102076079745,0.5619164378055641,0.5087228490426002,0.9478374195606828,0.7512771625933339,1.0,
trending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
